run_id,phase,method,role,comparison_profile,learning_rate_profile,learning_rate,parent_learning_rate,status,config_hash,config_path,metric_path,checkpoint_path,prediction_mode,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
1,smoke,ce_anchor_pretty,ce_anchor_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,6807ddfc78c069fe,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0001_6807ddfc78c069fe.json,results/pmi10_sota_convnext_base_test/smoke_ce_anchor_pretty_lr1e4_s42_05-02_18-20/metrics_20260502_182101_cross_entropy.json,checkpoints/smoke_ce_anchor_pretty_lr1e4_s42,argmax,0.65625,0.8359375,0.056874999999999995,0.56875,0.7125,0.7125,0.6760134274685714,10,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:20:15,2026-05-02T18:21:02,46.7,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0001_6807ddfc78c069fe.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0001_6807ddfc78c069fe.stderr.log,0,
2,smoke,nicme_v3_hybrid_pretty,nicme_v3_hybrid_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,e5954ae07c19744b,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0002_e5954ae07c19744b.json,results/pmi10_sota_convnext_base_test/smoke_nicme_v3_hybrid_pretty_lr1e4_s42_05-02_18-21/metrics_20260502_182147_nicme_v3_hybrid.json,checkpoints/smoke_nicme_v3_hybrid_pretty_lr1e4_s42,argmax,0.59375,0.8515625,0.0384375,0.384375,0.721875,0.721875,0.6860647389661495,4,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:21:02,2026-05-02T18:21:47,45.6,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0002_e5954ae07c19744b.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0002_e5954ae07c19744b.stderr.log,0,
3,smoke,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,062c6904750be760,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0003_062c6904750be760.json,results/pmi10_sota_convnext_base_test/smoke_nicme_v2_hybrid_pretty_lr1e4_s42_05-02_18-22/metrics_20260502_182232_nicme_hybrid.json,checkpoints/smoke_nicme_v2_hybrid_pretty_lr1e4_s42,argmax,0.15625,0.671875,0.0734375,0.734375,0.540625,0.540625,0.47156174293831954,10,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:21:47,2026-05-02T18:22:33,45.2,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0003_062c6904750be760.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0003_062c6904750be760.stderr.log,0,
4,smoke,cost_weighted_ce,cost_weighted_ce,pretty_balanced,lr1e4,0.0001,0.0001,completed,282d72ae1fd3a713,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0004_282d72ae1fd3a713.json,results/pmi10_sota_convnext_base_test/smoke_cost_weighted_ce_lr1e4_s42_05-02_18-23/metrics_20260502_182318_cost_weighted_ce.json,checkpoints/smoke_cost_weighted_ce_lr1e4_s42,argmax,0.875,0.9296875,0.04625,0.4625,0.6375,0.6375,0.5716010224350224,4,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:22:33,2026-05-02T18:23:19,45.9,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0004_282d72ae1fd3a713.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0004_282d72ae1fd3a713.stderr.log,0,
5,smoke,menon_logit_adjusted,menon_logit_adjusted,pretty_balanced,lr1e4,0.0001,0.0001,completed,5a0437eda4d0ddb9,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0005_5a0437eda4d0ddb9.json,results/pmi10_sota_convnext_base_test/smoke_menon_logit_adjusted_lr1e4_s42_05-02_18-23/metrics_20260502_182404_menon_logit_adjusted.json,checkpoints/smoke_menon_logit_adjusted_lr1e4_s42,argmax,0.65625,0.8359375,0.056874999999999995,0.56875,0.7125,0.7125,0.6760134274685714,10,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:23:19,2026-05-02T18:24:04,45.6,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0005_5a0437eda4d0ddb9.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0005_5a0437eda4d0ddb9.stderr.log,0,
6,smoke,balanced_softmax,balanced_softmax,pretty_balanced,lr1e4,0.0001,0.0001,completed,a11fde64c72ea0cc,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0006_a11fde64c72ea0cc.json,results/pmi10_sota_convnext_base_test/smoke_balanced_softmax_lr1e4_s42_05-02_18-24/metrics_20260502_182449_balanced_softmax.json,checkpoints/smoke_balanced_softmax_lr1e4_s42,argmax,0.65625,0.8359375,0.056874999999999995,0.56875,0.7125,0.7125,0.6760134274685714,10,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:24:04,2026-05-02T18:24:50,45.5,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0006_a11fde64c72ea0cc.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0006_a11fde64c72ea0cc.stderr.log,0,
7,smoke,class_balanced_focal,class_balanced_focal,pretty_balanced,lr1e4,0.0001,0.0001,completed,9547ee9f113cc9b3,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0007_9547ee9f113cc9b3.json,results/pmi10_sota_convnext_base_test/smoke_class_balanced_focal_lr1e4_s42_05-02_18-25/metrics_20260502_182534_class_balanced_focal.json,checkpoints/smoke_class_balanced_focal_lr1e4_s42,argmax,0.59375,0.828125,0.052500000000000005,0.525,0.721875,0.721875,0.6843365694256642,9,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:24:50,2026-05-02T18:25:35,45.2,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0007_9547ee9f113cc9b3.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0007_9547ee9f113cc9b3.stderr.log,0,
8,smoke,ldam_drw,ldam_drw,pretty_balanced,lr1e4,0.0001,0.0001,completed,f7d845c3b09b866c,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0008_f7d845c3b09b866c.json,results/pmi10_sota_convnext_base_test/smoke_ldam_drw_lr1e4_s42_05-02_18-26/metrics_20260502_182621_ldam_drw.json,checkpoints/smoke_ldam_drw_lr1e4_s42,argmax,0.0,0.4453125,0.12375,1.2375,0.571875,0.571875,0.5086279875891005,29,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:25:35,2026-05-02T18:26:22,46.9,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0008_f7d845c3b09b866c.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0008_f7d845c3b09b866c.stderr.log,0,
9,smoke,ap_csada,ap_csada,pretty_balanced,lr1e4,1e-05,0.0001,completed,68dd77f149ca1951,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0009_68dd77f149ca1951.json,results/pmi10_sota_convnext_base_test/smoke_ap_csada_lr1e4_s42_05-02_18-26/metrics_20260502_182707_ap_csada.json,checkpoints/smoke_ap_csada_lr1e4_s42,argmax,0.46875,0.796875,0.0440625,0.440625,0.665625,0.665625,0.6290542309272775,4,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:26:22,2026-05-02T18:27:08,45.9,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0009_68dd77f149ca1951.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0009_68dd77f149ca1951.stderr.log,0,
10,smoke,sosr_cnn,sosr_cnn,pretty_balanced,lr1e4,1e-05,0.0001,completed,c16f76325fb8c7e1,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/configs/0010_c16f76325fb8c7e1.json,results/pmi10_sota_convnext_base_test/smoke_sosr_cnn_lr1e4_s42_05-02_18-27/metrics_20260502_182752_sosr_cnn.json,checkpoints/smoke_sosr_cnn_lr1e4_s42,sosr_argmin,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T18:27:08,2026-05-02T18:27:53,45.2,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0010_c16f76325fb8c7e1.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/smoke/logs/0010_c16f76325fb8c7e1.stderr.log,0,
