run_id,phase,method,role,comparison_profile,learning_rate_profile,learning_rate,parent_learning_rate,alpha,cs_lambda,status,config_hash,config_path,metric_path,checkpoint_path,prediction_mode,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,validation_target_recall_min,validation_target_recall_macro,validation_normalized_atc,validation_atc,validation_balanced_accuracy,validation_accuracy,validation_macro_f1,validation_critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
1,smoke,ce_anchor_pretty,ce_anchor_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,54e847832edfb9a5,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0001_54e847832edfb9a5.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_ce_anchor_pretty_lr5e5_s42_05-03_20-27/metrics_20260503_202723_cross_entropy.json,checkpoints/camera_ready_smoke_ce_anchor_pretty_lr5e5_s42,argmax,0.09375,0.515625,0.14875,1.4875,0.525,0.525,0.4583610924729644,36,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:26:38,2026-05-03T20:27:23,45.2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0001_54e847832edfb9a5.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0001_54e847832edfb9a5.stderr.log,0,
2,smoke,nicme_v3_hybrid_pretty_a0p5_l0p07,nicme_v3_hybrid_pretty_a0p5_l0p07,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.5,0.07,completed,4f5ecc5a0321dd8f,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0002_4f5ecc5a0321dd8f.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_nicme_v3_hybrid_pretty_a0p5_l0p07_lr5e5_s42_05-03_20-27/metrics_20260503_202808_nicme_v3_hybrid.json,checkpoints/camera_ready_smoke_nicme_v3_hybrid_pretty_a0p5_l0p07_lr5e5_s42,argmax,0.125,0.5859375,0.068125,0.68125,0.571875,0.571875,0.535259018892791,9,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:27:23,2026-05-03T20:28:08,45.0,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0002_4f5ecc5a0321dd8f.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0002_4f5ecc5a0321dd8f.stderr.log,0,
3,smoke,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,0.4,0.25,completed,f9b7ef42804b68ec,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0003_f9b7ef42804b68ec.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_nicme_v2_hybrid_pretty_lr5e5_s42_05-03_20-28/metrics_20260503_202854_nicme_hybrid.json,checkpoints/camera_ready_smoke_nicme_v2_hybrid_pretty_lr5e5_s42,argmax,0.0,0.46875,0.08125,0.8125,0.46875,0.46875,0.4018630029659704,10,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:28:08,2026-05-03T20:28:55,46.8,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0003_f9b7ef42804b68ec.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0003_f9b7ef42804b68ec.stderr.log,0,
4,smoke,cost_weighted_ce,cost_weighted_ce,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,b06586383746c7e0,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0004_b06586383746c7e0.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_cost_weighted_ce_lr5e5_s42_05-03_20-29/metrics_20260503_202940_cost_weighted_ce.json,checkpoints/camera_ready_smoke_cost_weighted_ce_lr5e5_s42,argmax,0.84375,0.921875,0.05375,0.5375,0.540625,0.540625,0.4277250671257331,3,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:28:55,2026-05-03T20:29:40,45.1,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0004_b06586383746c7e0.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0004_b06586383746c7e0.stderr.log,0,
5,smoke,menon_logit_adjusted,menon_logit_adjusted,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,87d93dd0283706e9,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0005_87d93dd0283706e9.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_menon_logit_adjusted_lr5e5_s42_05-03_20-30/metrics_20260503_203026_menon_logit_adjusted.json,checkpoints/camera_ready_smoke_menon_logit_adjusted_lr5e5_s42,argmax,0.09375,0.515625,0.14875,1.4875,0.525,0.525,0.4583610924729644,36,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:29:40,2026-05-03T20:30:27,46.9,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0005_87d93dd0283706e9.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0005_87d93dd0283706e9.stderr.log,0,
6,smoke,balanced_softmax,balanced_softmax,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,1330ecd453f7df83,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0006_1330ecd453f7df83.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_balanced_softmax_lr5e5_s42_05-03_20-31/metrics_20260503_203112_balanced_softmax.json,checkpoints/camera_ready_smoke_balanced_softmax_lr5e5_s42,argmax,0.09375,0.515625,0.14875,1.4875,0.525,0.525,0.4583610924729644,36,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:30:27,2026-05-03T20:31:12,45.2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0006_1330ecd453f7df83.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0006_1330ecd453f7df83.stderr.log,0,
7,smoke,class_balanced_focal,class_balanced_focal,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,38076628cc0ece4f,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0007_38076628cc0ece4f.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_class_balanced_focal_lr5e5_s42_05-03_20-31/metrics_20260503_203157_class_balanced_focal.json,checkpoints/camera_ready_smoke_class_balanced_focal_lr5e5_s42,argmax,0.375,0.6484375,0.12156249999999999,1.215625,0.571875,0.571875,0.5144639631458994,28,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:31:12,2026-05-03T20:31:58,45.7,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0007_38076628cc0ece4f.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0007_38076628cc0ece4f.stderr.log,0,
8,smoke,ldam_drw,ldam_drw,camera_ready_lr5e5_multiseed,lr5e5,5e-05,5e-05,,,completed,142f72e35142140f,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0008_142f72e35142140f.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_ldam_drw_lr5e5_s42_05-03_20-32/metrics_20260503_203243_ldam_drw.json,checkpoints/camera_ready_smoke_ldam_drw_lr5e5_s42,argmax,0.0625,0.421875,0.1134375,1.134375,0.540625,0.540625,0.48402445335644995,24,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:31:58,2026-05-03T20:32:43,45.2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0008_142f72e35142140f.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0008_142f72e35142140f.stderr.log,0,
9,smoke,ap_csada,ap_csada,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,completed,f304b3ad5193348f,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0009_f304b3ad5193348f.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_ap_csada_lr5e5_s42_05-03_20-33/metrics_20260503_203328_ap_csada.json,checkpoints/camera_ready_smoke_ap_csada_lr5e5_s42,argmax,0.125,0.59375,0.0515625,0.515625,0.5625,0.5625,0.510729029529296,3,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:32:43,2026-05-03T20:33:29,45.6,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0009_f304b3ad5193348f.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0009_f304b3ad5193348f.stderr.log,0,
10,smoke,sosr_cnn,sosr_cnn,camera_ready_lr5e5_multiseed,lr5e5,1e-05,5e-05,,,completed,7ada739f43452122,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/configs/0010_7ada739f43452122.json,results/pmi10_sota_convnext_base_test/camera_ready_smoke_sosr_cnn_lr5e5_s42_05-03_20-34/metrics_20260503_203413_sosr_cnn.json,checkpoints/camera_ready_smoke_sosr_cnn_lr5e5_s42,sosr_argmin,0.0,0.0,0.1,1.0,0.0,0.0,0.0,0,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-03T20:33:29,2026-05-03T20:34:14,45.2,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0010_7ada739f43452122.stdout.log,/mnt/storage/github/NICME/results/pmi10_camera_ready_lr5e5_multiseed_20260504/seeds/seed_42/smoke/logs/0010_7ada739f43452122.stderr.log,0,
