run_id,phase,method,role,comparison_profile,learning_rate_profile,learning_rate,parent_learning_rate,status,config_hash,config_path,metric_path,checkpoint_path,prediction_mode,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
1,dry-run,ce_anchor_pretty,ce_anchor_pretty,pretty_balanced,lr5e5,5e-05,5e-05,planned,e657dc7a6978d5b3,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0001_e657dc7a6978d5b3.json,,checkpoints/dry-run_ce_anchor_pretty_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
2,dry-run,nicme_v3_hybrid_pretty,nicme_v3_hybrid_pretty,pretty_balanced,lr5e5,5e-05,5e-05,planned,7899dbb475562d72,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0002_7899dbb475562d72.json,,checkpoints/dry-run_nicme_v3_hybrid_pretty_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
3,dry-run,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,pretty_balanced,lr5e5,5e-05,5e-05,planned,a3bd95f60109574b,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0003_a3bd95f60109574b.json,,checkpoints/dry-run_nicme_v2_hybrid_pretty_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
4,dry-run,cost_weighted_ce,cost_weighted_ce,pretty_balanced,lr5e5,5e-05,5e-05,planned,e10dcc4d63a3ae55,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0004_e10dcc4d63a3ae55.json,,checkpoints/dry-run_cost_weighted_ce_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
5,dry-run,menon_logit_adjusted,menon_logit_adjusted,pretty_balanced,lr5e5,5e-05,5e-05,planned,f53b9136d0babb78,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0005_f53b9136d0babb78.json,,checkpoints/dry-run_menon_logit_adjusted_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
6,dry-run,balanced_softmax,balanced_softmax,pretty_balanced,lr5e5,5e-05,5e-05,planned,b776676cb8bedf8c,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0006_b776676cb8bedf8c.json,,checkpoints/dry-run_balanced_softmax_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
7,dry-run,class_balanced_focal,class_balanced_focal,pretty_balanced,lr5e5,5e-05,5e-05,planned,c178050a9af28ecf,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0007_c178050a9af28ecf.json,,checkpoints/dry-run_class_balanced_focal_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
8,dry-run,ldam_drw,ldam_drw,pretty_balanced,lr5e5,5e-05,5e-05,planned,d76fb1d15e15a08d,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0008_d76fb1d15e15a08d.json,,checkpoints/dry-run_ldam_drw_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
9,dry-run,ap_csada,ap_csada,pretty_balanced,lr5e5,1e-05,5e-05,planned,a9352494eeceb233,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0009_a9352494eeceb233.json,,checkpoints/dry-run_ap_csada_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
10,dry-run,sosr_cnn,sosr_cnn,pretty_balanced,lr5e5,1e-05,5e-05,planned,2c2b9e92220439d7,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0010_2c2b9e92220439d7.json,,checkpoints/dry-run_sosr_cnn_lr5e5_s42,sosr_argmin,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
11,dry-run,csada,csada,pretty_balanced,lr5e5,1e-05,5e-05,planned,33257aaab42d2be8,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr5e5_20260503/dry-run/configs/0011_33257aaab42d2be8.json,,checkpoints/dry-run_csada_lr5e5_s42,argmax,,,,,,,,,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,,,,,,,
