trial_number,cost_value,objective_class_0_recall,accuracy,f1_score,loss,class_0_accuracy,class_0_precision,class_0_recall,class_0_f1_score,class_0_false_positive_rate,class_0_false_negative_rate,class_1_accuracy,class_1_precision,class_1_recall,class_1_f1_score,class_1_false_positive_rate,class_1_false_negative_rate,cm_0_0,cm_0_1,cm_1_0,cm_1_1
24,1.0,0.9466666666666667,0.8933333333333333,0.8930290604385809,0.3241141736507416,0.9466666666666667,0.8554216867469879,0.9466666666666667,0.8987341772151898,0.16,0.05333333333333334,0.84,0.9402985074626866,0.84,0.8873239436619718,0.05333333333333334,0.16,142,8,24,126
11,2.0,0.92,0.8866666666666667,0.8865406006674083,0.38140133023262024,0.92,0.8625,0.92,0.8903225806451613,0.14666666666666667,0.08,0.8533333333333334,0.9142857142857143,0.8533333333333334,0.8827586206896552,0.08,0.14666666666666667,138,12,22,128
0,3.0,0.9133333333333333,0.8766666666666667,0.8765006286229264,0.42416831851005554,0.9133333333333333,0.8509316770186336,0.9133333333333333,0.8810289389067525,0.16,0.08666666666666667,0.84,0.9064748201438849,0.84,0.8719723183391004,0.08666666666666667,0.16,137,13,24,126
23,4.0,0.92,0.8866666666666667,0.8865406006674083,0.48421400785446167,0.92,0.8625,0.92,0.8903225806451613,0.14666666666666667,0.08,0.8533333333333334,0.9142857142857143,0.8533333333333334,0.8827586206896552,0.08,0.14666666666666667,138,12,22,128
17,5.0,0.9066666666666666,0.8833333333333333,0.8832697802136719,0.5118632316589355,0.9066666666666666,0.8662420382165605,0.9066666666666666,0.8859934853420196,0.14,0.09333333333333334,0.86,0.9020979020979021,0.86,0.8805460750853243,0.09333333333333334,0.14,136,14,21,129
4,6.0,0.9066666666666666,0.89,0.8899694359544318,0.5383753180503845,0.9066666666666666,0.8774193548387097,0.9066666666666666,0.8918032786885245,0.12666666666666668,0.09333333333333334,0.8733333333333333,0.903448275862069,0.8733333333333333,0.888135593220339,0.09333333333333334,0.12666666666666668,136,14,19,131
16,7.0,0.9333333333333333,0.8533333333333334,0.8523886205045625,0.4910735487937927,0.9333333333333333,0.8045977011494253,0.9333333333333333,0.8641975308641976,0.22666666666666666,0.06666666666666667,0.7733333333333333,0.9206349206349206,0.7733333333333333,0.8405797101449275,0.06666666666666667,0.22666666666666666,140,10,34,116
21,8.0,0.9333333333333333,0.8566666666666667,0.8558192039878844,0.48886916041374207,0.9333333333333333,0.8092485549132948,0.9333333333333333,0.86687306501548,0.22,0.06666666666666667,0.78,0.9212598425196851,0.78,0.8447653429602889,0.06666666666666667,0.22,140,10,33,117
15,9.0,0.9066666666666666,0.86,0.8596944456817068,0.5890563726425171,0.9066666666666666,0.8292682926829268,0.9066666666666666,0.8662420382165605,0.18666666666666668,0.09333333333333334,0.8133333333333334,0.8970588235294118,0.8133333333333334,0.8531468531468531,0.09333333333333334,0.18666666666666668,136,14,28,122
20,10.0,0.8933333333333333,0.8533333333333334,0.8530982905982906,0.5899951457977295,0.8933333333333333,0.8271604938271605,0.8933333333333333,0.858974358974359,0.18666666666666668,0.10666666666666667,0.8133333333333334,0.8840579710144928,0.8133333333333334,0.8472222222222223,0.10666666666666667,0.18666666666666668,134,16,28,122
12,20.0,0.9133333333333333,0.8666666666666667,0.8663756625540064,0.7491186261177063,0.9133333333333333,0.8353658536585366,0.9133333333333333,0.8726114649681529,0.18,0.08666666666666667,0.82,0.9044117647058824,0.82,0.8601398601398601,0.08666666666666667,0.18,137,13,27,123
5,30.0,0.9266666666666666,0.8766666666666667,0.8763575605680869,0.7172232270240784,0.9266666666666666,0.8424242424242424,0.9266666666666666,0.8825396825396825,0.17333333333333334,0.07333333333333333,0.8266666666666667,0.9185185185185185,0.8266666666666667,0.8701754385964913,0.07333333333333333,0.17333333333333334,139,11,26,124
27,40.0,0.94,0.85,0.8487750781328763,0.675327718257904,0.94,0.7966101694915254,0.94,0.8623853211009174,0.24,0.06,0.76,0.926829268292683,0.76,0.8351648351648352,0.06,0.24,141,9,36,114
7,50.0,0.9333333333333333,0.8533333333333334,0.8523886205045625,0.7309256196022034,0.9333333333333333,0.8045977011494253,0.9333333333333333,0.8641975308641976,0.22666666666666666,0.06666666666666667,0.7733333333333333,0.9206349206349206,0.7733333333333333,0.8405797101449275,0.06666666666666667,0.22666666666666666,140,10,34,116
2,60.0,0.92,0.8566666666666667,0.8560894253617287,0.9695951342582703,0.92,0.8165680473372781,0.92,0.8652037617554857,0.20666666666666667,0.08,0.7933333333333333,0.9083969465648855,0.7933333333333333,0.8469750889679715,0.08,0.20666666666666667,138,12,31,119
26,70.0,0.9266666666666666,0.8733333333333333,0.8729720092708148,0.9142011404037476,0.9266666666666666,0.8373493975903614,0.9266666666666666,0.879746835443038,0.18,0.07333333333333333,0.82,0.917910447761194,0.82,0.8661971830985915,0.07333333333333333,0.18,139,11,27,123
10,80.0,0.94,0.8366666666666667,0.8349038061972843,0.8436574339866638,0.94,0.7790055248618785,0.94,0.8519637462235649,0.26666666666666666,0.06,0.7333333333333333,0.9243697478991597,0.7333333333333333,0.8178438661710038,0.06,0.26666666666666666,141,9,40,110
3,90.0,0.9066666666666666,0.8233333333333334,0.822097902097902,1.1440010070800781,0.9066666666666666,0.7771428571428571,0.9066666666666666,0.8369230769230769,0.26,0.09333333333333334,0.74,0.888,0.74,0.8072727272727273,0.09333333333333334,0.26,136,14,39,111
18,100.0,0.9,0.87,0.8698828946051447,1.1271913051605225,0.9,0.8490566037735849,0.9,0.8737864077669903,0.16,0.1,0.84,0.8936170212765957,0.84,0.8659793814432989,0.1,0.16,135,15,24,126
19,200.0,0.8666666666666667,0.8166666666666667,0.8162071846282373,1.655572772026062,0.8666666666666667,0.7878787878787878,0.8666666666666667,0.8253968253968254,0.23333333333333334,0.13333333333333333,0.7666666666666667,0.8518518518518519,0.7666666666666667,0.8070175438596491,0.13333333333333333,0.23333333333333334,130,20,35,115
8,300.0,0.9,0.8833333333333333,0.883300916921367,1.221714735031128,0.9,0.8709677419354839,0.9,0.8852459016393444,0.13333333333333333,0.1,0.8666666666666667,0.896551724137931,0.8666666666666667,0.8813559322033899,0.1,0.13333333333333333,135,15,20,130
25,400.0,0.86,0.8766666666666667,0.8766323978883023,1.644620656967163,0.86,0.8896551724137931,0.86,0.8745762711864407,0.10666666666666667,0.14,0.8933333333333333,0.864516129032258,0.8933333333333333,0.8786885245901639,0.14,0.10666666666666667,129,21,16,134
1,500.0,0.8666666666666667,0.86,0.8599937775012223,1.5652903318405151,0.8666666666666667,0.8552631578947368,0.8666666666666667,0.8609271523178809,0.14666666666666667,0.13333333333333333,0.8533333333333334,0.8648648648648649,0.8533333333333334,0.8590604026845637,0.13333333333333333,0.14666666666666667,130,20,22,128
22,600.0,0.84,0.86,0.8599439775910365,1.7491040229797363,0.84,0.875,0.84,0.8571428571428572,0.12,0.16,0.88,0.8461538461538461,0.88,0.8627450980392156,0.16,0.12,126,24,18,132
6,700.0,0.86,0.8766666666666667,0.8766323978883023,1.6041942834854126,0.86,0.8896551724137931,0.86,0.8745762711864407,0.10666666666666667,0.14,0.8933333333333333,0.864516129032258,0.8933333333333333,0.8786885245901639,0.14,0.10666666666666667,129,21,16,134
9,800.0,0.84,0.86,0.8599439775910365,1.7938659191131592,0.84,0.875,0.84,0.8571428571428572,0.12,0.16,0.88,0.8461538461538461,0.88,0.8627450980392156,0.16,0.12,126,24,18,132
14,900.0,0.8733333333333333,0.78,0.7780667144906743,1.7219736576080322,0.8733333333333333,0.7359550561797753,0.8733333333333333,0.798780487804878,0.31333333333333335,0.12666666666666668,0.6866666666666666,0.8442622950819673,0.6866666666666666,0.7573529411764707,0.12666666666666668,0.31333333333333335,131,19,47,103
13,1000.0,0.88,0.8933333333333333,0.8933143669985775,1.4197306632995605,0.88,0.9041095890410958,0.88,0.8918918918918919,0.09333333333333334,0.12,0.9066666666666666,0.8831168831168831,0.9066666666666666,0.894736842105263,0.12,0.09333333333333334,132,18,14,136
