run_id,phase,method,role,comparison_profile,learning_rate_profile,learning_rate,parent_learning_rate,status,config_hash,config_path,metric_path,checkpoint_path,prediction_mode,target_recall_min,target_recall_macro,normalized_atc,atc,balanced_accuracy,accuracy,macro_f1,critical_pair_error_count,cost_matrix_sha256,start_time,end_time,elapsed_seconds,stdout_log,stderr_log,returncode,failure_reason
1,run,ce_anchor_pretty,ce_anchor_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,77f1542e118b1454,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0001_77f1542e118b1454.json,results/pmi10_sota_convnext_base_test/run_ce_anchor_pretty_lr1e4_s42_05-02_19-13/metrics_20260502_191339_cross_entropy.json,checkpoints/run_ce_anchor_pretty_lr1e4_s42,argmax,0.9375,0.9765625,0.0053124999999999995,0.053125,0.975,0.975,0.9752146713663412,1,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:08:33,2026-05-02T19:13:40,306.9,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0001_77f1542e118b1454.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0001_77f1542e118b1454.stderr.log,0,
2,run,nicme_v3_hybrid_pretty,nicme_v3_hybrid_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,daef5e53f1daa048,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0002_daef5e53f1daa048.json,results/pmi10_sota_convnext_base_test/run_nicme_v3_hybrid_pretty_lr1e4_s42_05-02_19-17/metrics_20260502_191746_nicme_v3_hybrid.json,checkpoints/run_nicme_v3_hybrid_pretty_lr1e4_s42,argmax,0.90625,0.9453125,0.018437500000000002,0.184375,0.921875,0.921875,0.916835180138629,4,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:13:40,2026-05-02T19:17:47,247.1,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0002_daef5e53f1daa048.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0002_daef5e53f1daa048.stderr.log,0,
3,run,nicme_v2_hybrid_pretty,nicme_v2_hybrid_pretty,pretty_balanced,lr1e4,0.0001,0.0001,completed,42da08aa74da720f,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0003_42da08aa74da720f.json,results/pmi10_sota_convnext_base_test/run_nicme_v2_hybrid_pretty_lr1e4_s42_05-02_19-20/metrics_20260502_192107_nicme_hybrid.json,checkpoints/run_nicme_v2_hybrid_pretty_lr1e4_s42,argmax,0.9375,0.96875,0.005625,0.05625,0.971875,0.971875,0.9720427841739318,1,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:17:47,2026-05-02T19:21:07,200.3,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0003_42da08aa74da720f.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0003_42da08aa74da720f.stderr.log,0,
4,run,cost_weighted_ce,cost_weighted_ce,pretty_balanced,lr1e4,0.0001,0.0001,completed,0c0f68cc9f179806,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0004_0c0f68cc9f179806.json,results/pmi10_sota_convnext_base_test/run_cost_weighted_ce_lr1e4_s42_05-02_19-26/metrics_20260502_192628_cost_weighted_ce.json,checkpoints/run_cost_weighted_ce_lr1e4_s42,argmax,0.9375,0.9765625,0.005625,0.05625,0.971875,0.971875,0.9719429427605973,1,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:21:07,2026-05-02T19:26:28,321.2,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0004_0c0f68cc9f179806.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0004_0c0f68cc9f179806.stderr.log,0,
5,run,menon_logit_adjusted,menon_logit_adjusted,pretty_balanced,lr1e4,0.0001,0.0001,completed,c6e3f91dbdc41d8b,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0005_c6e3f91dbdc41d8b.json,results/pmi10_sota_convnext_base_test/run_menon_logit_adjusted_lr1e4_s42_05-02_19-30/metrics_20260502_193050_menon_logit_adjusted.json,checkpoints/run_menon_logit_adjusted_lr1e4_s42,argmax,0.90625,0.96875,0.015,0.15,0.90625,0.90625,0.8971618881891622,2,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:26:28,2026-05-02T19:30:51,262.1,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0005_c6e3f91dbdc41d8b.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0005_c6e3f91dbdc41d8b.stderr.log,0,
6,run,balanced_softmax,balanced_softmax,pretty_balanced,lr1e4,0.0001,0.0001,completed,6a10fa353cc36b90,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0006_6a10fa353cc36b90.json,results/pmi10_sota_convnext_base_test/run_balanced_softmax_lr1e4_s42_05-02_19-36/metrics_20260502_193612_balanced_softmax.json,checkpoints/run_balanced_softmax_lr1e4_s42,argmax,0.875,0.9609375,0.008125,0.08125,0.975,0.975,0.9749648289955972,2,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:30:51,2026-05-02T19:36:13,322.4,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0006_6a10fa353cc36b90.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0006_6a10fa353cc36b90.stderr.log,0,
7,run,class_balanced_focal,class_balanced_focal,pretty_balanced,lr1e4,0.0001,0.0001,completed,91de5aeac850fd79,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0007_91de5aeac850fd79.json,results/pmi10_sota_convnext_base_test/run_class_balanced_focal_lr1e4_s42_05-02_19-41/metrics_20260502_194155_class_balanced_focal.json,checkpoints/run_class_balanced_focal_lr1e4_s42,argmax,0.9375,0.9765625,0.0059375,0.059375,0.96875,0.96875,0.9690937482030936,1,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:36:13,2026-05-02T19:41:55,342.3,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0007_91de5aeac850fd79.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0007_91de5aeac850fd79.stderr.log,0,
8,run,ldam_drw,ldam_drw,pretty_balanced,lr1e4,0.0001,0.0001,completed,c2a6ae262c4578c0,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0008_c2a6ae262c4578c0.json,results/pmi10_sota_convnext_base_test/run_ldam_drw_lr1e4_s42_05-02_19-45/metrics_20260502_194514_ldam_drw.json,checkpoints/run_ldam_drw_lr1e4_s42,argmax,0.875,0.9453125,0.015625,0.15625,0.95625,0.95625,0.9562193260924318,4,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:41:55,2026-05-02T19:45:15,199.7,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0008_c2a6ae262c4578c0.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0008_c2a6ae262c4578c0.stderr.log,0,
9,run,ap_csada,ap_csada,pretty_balanced,lr1e4,1e-05,0.0001,completed,82585e80503e3660,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0009_82585e80503e3660.json,results/pmi10_sota_convnext_base_test/run_ap_csada_lr1e4_s42_05-02_19-46/metrics_20260502_194646_ap_csada.json,checkpoints/run_ap_csada_lr1e4_s42,argmax,0.9375,0.9765625,0.005,0.05,0.978125,0.978125,0.9783492053939213,1,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:45:15,2026-05-02T19:46:46,91.4,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0009_82585e80503e3660.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0009_82585e80503e3660.stderr.log,0,
10,run,sosr_cnn,sosr_cnn,pretty_balanced,lr1e4,1e-05,0.0001,completed,e1e77be1d8ed77f6,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/configs/0010_e1e77be1d8ed77f6.json,results/pmi10_sota_convnext_base_test/run_sosr_cnn_lr1e4_s42_05-02_19-48/metrics_20260502_194817_sosr_cnn.json,checkpoints/run_sosr_cnn_lr1e4_s42,sosr_argmin,0.0,0.0,0.11968749999999999,1.196875,0.0,0.0,0.0,7,1160cbf20c4fac24dc7bb84cbbb229a16545259d585ae1ef1c066e0007082e08,2026-05-02T19:46:46,2026-05-02T19:48:18,91.8,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0010_e1e77be1d8ed77f6.stdout.log,/mnt/storage/github/NICME/results/pmi10_sota_pretty_balanced_lr1e4_20260503/run/logs/0010_e1e77be1d8ed77f6.stderr.log,0,
