phase,dataset,model_family,model_checkpoint,method,decision_mode,nicme_logit_cost_scale,cs_lambda,target_class,class_names,cost_matrix_C_true_pred,target_recall_floor,accuracy_floor,accuracy_floor_metric,floor_accuracy_value,target_recall_floor_met,accuracy_floor_met,all_floors_met,normalized_atc,atc,target_recall,target_fnr,target_precision,target_fpr,accuracy,balanced_accuracy,macro_f1,selection_score,auroc,auprc,nll,brier,ece,temperature,confusion_matrix,run,metrics_file,config_file,elapsed_seconds,best_val_selection_score,best_val_normalized_atc,best_val_target_recall,best_val_target_fnr,best_val_accuracy,best_val_balanced_accuracy,best_val_epoch,last_val_selection_score,last_val_normalized_atc,last_val_target_recall,last_val_accuracy
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.025,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.609375,True,False,False,0.053125,0.53125,0.96875,0.03125,0.5636363636363636,0.75,0.609375,0.609375,0.551443790299972,0.08946289062500001,0.791015625,0.7962389801980289,0.5835366919785512,0.3884654791765364,0.16795158265718932,0.65,"[[31, 1], [24, 8]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.025_04-28_06-38,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.025_04-28_06-38/metrics_20260428_063855_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/025_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.025.json,25.17055654525757,0.2971,0.1359,0.75,0.25,0.7656,0.7656,4.0,0.2971,0.1359,0.75,0.7656
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,argmax,0.05,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.625,False,False,False,0.1921875,1.921875,0.65625,0.34375,0.6176470588235294,0.40625,0.625,0.625,0.624633431085044,0.5679687499999999,0.7109375,0.7192380628680886,0.6180235389051398,0.42978102541943336,0.10291687026619913,,"[[21, 11], [13, 19]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05_04-28_06-39,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05_04-28_06-39/metrics_20260428_063917_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/026_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05.json,22.261478900909424,0.1502,0.09844,0.8438,0.1562,0.7188,0.7188,2.0,0.2346,0.1203,0.7812,0.7812
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.05,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.515625,True,False,False,0.0484375,0.484375,1.0,0.0,0.5079365079365079,0.96875,0.515625,0.515625,0.3671451355661882,0.12930664062500002,0.7109375,0.7192380628680886,0.6227761700233679,0.43270288765576437,0.10543279304587191,0.9,"[[32, 0], [31, 1]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05_04-28_06-39,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05_04-28_06-39/metrics_20260428_063917_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/026_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.05.json,22.261478900909424,0.1502,0.09844,0.8438,0.1562,0.7188,0.7188,2.0,0.2346,0.1203,0.7812,0.7812
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,argmax,0.1,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.609375,False,False,False,0.165625,1.65625,0.71875,0.28125,0.5897435897435898,0.5,0.609375,0.609375,0.6046454163577959,0.4158691406249999,0.6982421875,0.7108790324096399,0.6316637576555262,0.44111316853991733,0.09719898831099269,,"[[23, 9], [16, 16]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1_04-28_06-39,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1_04-28_06-39/metrics_20260428_063940_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/027_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1.json,22.55983829498291,0.128,0.08906,0.875,0.125,0.6719,0.6719,2.0,0.1846,0.1078,0.8125,0.7656
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.1,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.6982421875,0.7108790324096399,0.6281494612573064,0.43880607497388213,0.09168820937113994,1.1,"[[32, 0], [32, 0]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1_04-28_06-39,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1_04-28_06-39/metrics_20260428_063940_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/027_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.1.json,22.55983829498291,0.128,0.08906,0.875,0.125,0.6719,0.6719,2.0,0.1846,0.1078,0.8125,0.7656
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,argmax,0.2,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.75,False,False,False,0.1515625,1.515625,0.71875,0.28125,0.7666666666666667,0.21875,0.75,0.75,0.7497556207233627,0.3679687499999999,0.7744140625,0.7865074900567696,0.5658150432934432,0.38373194863817794,0.08297784719616175,,"[[23, 9], [7, 25]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2_04-28_06-40/metrics_20260428_064007_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/028_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2.json,26.597773790359497,0.07207,0.06406,0.9062,0.09375,0.7812,0.7812,5.0,0.07207,0.06406,0.9062,0.7812
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.2,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.53125,True,False,False,0.046875,0.46875,1.0,0.0,0.5161290322580645,0.9375,0.53125,0.53125,0.3992490613266583,0.11910156250000002,0.7744140625,0.7865074900567696,0.5660059597985225,0.3830839014817764,0.1431305573399083,0.8,"[[32, 0], [30, 2]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2_04-28_06-40/metrics_20260428_064007_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/028_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.2.json,26.597773790359497,0.07207,0.06406,0.9062,0.09375,0.7812,0.7812,5.0,0.07207,0.06406,0.9062,0.7812
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,argmax,0.35,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.625,False,False,False,0.1640625,1.640625,0.71875,0.28125,0.6052631578947368,0.46875,0.625,0.625,0.6216748768472906,0.4085937499999999,0.7490234375,0.7635326068480102,0.5917224831465855,0.4068129666787545,0.11431717593222859,,"[[23, 9], [15, 17]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35_04-28_06-40/metrics_20260428_064032_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/029_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35.json,25.334275245666504,0.05962,0.05469,0.9375,0.0625,0.7344,0.7344,4.0,0.08457,0.07031,0.9062,0.7188
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.35,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.7490234375,0.7635326068480102,0.5919962698140852,0.4069600998374737,0.13933789368307103,0.95,"[[32, 0], [32, 0]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35_04-28_06-40/metrics_20260428_064032_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/029_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.35.json,25.334275245666504,0.05962,0.05469,0.9375,0.0625,0.7344,0.7344,4.0,0.08457,0.07031,0.9062,0.7188
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,argmax,0.5,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.640625,False,False,False,0.134375,1.34375,0.78125,0.21875,0.6097560975609756,0.5,0.640625,0.640625,0.6333748443337484,0.27368164062499994,0.732421875,0.7484092240187423,0.6103715574846567,0.4233851504655614,0.12317192088812588,,"[[25, 7], [16, 16]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5_04-28_06-40/metrics_20260428_064057_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/030_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5.json,25.49316692352295,0.06348,0.05625,0.9375,0.0625,0.7188,0.7188,4.0,0.06348,0.05625,0.9375,0.7188
stop2a_nicme_tuning,spider_balanced_prototype,timm_dinov3_convnext_lora,timm/convnext_tiny.dinov3_lvd1689m,nicme_logit_adjustment,calibrated_cost_min,0.5,0.0,black_widow,"[""black_widow"", ""false_widow""]","[[0.0, 10.0], [1.0, 0.0]]",0.95,0.8,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.14,0.732421875,0.7484092240187423,0.6092990360353452,0.422583497958954,0.08207634058669043,1.1,"[[32, 0], [32, 0]]",stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5_04-28_06-40,results/timm_dinov3_convnext_lora_test/stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5_04-28_06-40/metrics_20260428_064057_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/030_stop2a_tune_spider_balanced_prototype_timm_dinov3_convnext_lora_logit_s0.5.json,25.49316692352295,0.06348,0.05625,0.9375,0.0625,0.7188,0.7188,4.0,0.06348,0.05625,0.9375,0.7188
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.025,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.75,False,False,False,0.0671875,0.671875,0.90625,0.09375,0.6904761904761905,0.40625,0.75,0.75,0.7437437437437437,0.09344374999999998,0.8505859375,0.8560805680057166,0.6907106932118867,0.4975635520741505,0.24813754577189684,,"[[19, 13], [3, 29]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1_04-28_07-03,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1_04-28_07-03/metrics_20260428_070332_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/067_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1.json,39.524492502212524,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.025,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8505859375,0.8560805680057166,0.6882949599477701,0.4951480962263145,0.24627523140308094,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1_04-28_07-03,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1_04-28_07-03/metrics_20260428_070332_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/067_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.025_l0.1.json,39.524492502212524,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.05,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.75,False,False,False,0.0671875,0.671875,0.90625,0.09375,0.6904761904761905,0.40625,0.75,0.75,0.7437437437437437,0.09344374999999998,0.8505859375,0.8560805680057166,0.6907106932118867,0.4975635520741505,0.24813754577189684,,"[[19, 13], [3, 29]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1_04-28_07-04,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1_04-28_07-04/metrics_20260428_070411_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/068_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1.json,39.75528311729431,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.05,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8505859375,0.8560805680057166,0.6882949599477701,0.4951480962263145,0.24627523140308094,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1_04-28_07-04,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1_04-28_07-04/metrics_20260428_070411_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/068_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.1.json,39.75528311729431,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.05,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.796875,False,False,False,0.11875,1.1875,0.78125,0.21875,0.8064516129032258,0.1875,0.796875,0.796875,0.7968253968253969,0.26407851562499995,0.8564453125,0.851037157359894,0.6918870038779851,0.4987398337725292,0.29601116199046373,,"[[26, 6], [7, 25]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25_04-28_07-04,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25_04-28_07-04/metrics_20260428_070439_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/069_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25.json,27.449098587036133,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.05,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8564453125,0.851037157359894,0.690631395703684,0.4974842503059477,0.2951473454914908,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25_04-28_07-04,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25_04-28_07-04/metrics_20260428_070439_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/069_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.05_l0.25.json,27.449098587036133,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.1,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.75,False,False,False,0.0671875,0.671875,0.90625,0.09375,0.6904761904761905,0.40625,0.75,0.75,0.7437437437437437,0.09344374999999998,0.8505859375,0.8560805680057166,0.6907106932118867,0.4975635520741505,0.24813754577189684,,"[[19, 13], [3, 29]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1_04-28_07-05,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1_04-28_07-05/metrics_20260428_070518_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/070_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1.json,38.80356788635254,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.1,0.1,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8505859375,0.8560805680057166,0.6882949599477701,0.4951480962263145,0.24627523140308094,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1_04-28_07-05,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1_04-28_07-05/metrics_20260428_070518_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/070_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.1.json,38.80356788635254,0.03056,0.02344,1.0,0.0,0.7656,0.7656,5.0,0.05766,0.03125,1.0,0.6875
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.1,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.796875,False,False,False,0.11875,1.1875,0.78125,0.21875,0.8064516129032258,0.1875,0.796875,0.796875,0.7968253968253969,0.26407851562499995,0.8564453125,0.851037157359894,0.6918870038779851,0.4987398337725292,0.29601116199046373,,"[[26, 6], [7, 25]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25_04-28_07-05,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25_04-28_07-05/metrics_20260428_070545_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/071_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25.json,27.789520263671875,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.1,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8564453125,0.851037157359894,0.690631395703684,0.4974842503059477,0.2951473454914908,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25_04-28_07-05,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25_04-28_07-05/metrics_20260428_070545_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/071_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.1_l0.25.json,27.789520263671875,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,argmax,0.2,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.796875,False,False,False,0.11875,1.1875,0.78125,0.21875,0.8064516129032258,0.1875,0.796875,0.796875,0.7968253968253969,0.26407851562499995,0.8564453125,0.851037157359894,0.6918870038779851,0.4987398337725292,0.29601116199046373,,"[[26, 6], [7, 25]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25_04-28_07-06,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25_04-28_07-06/metrics_20260428_070614_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/072_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25.json,28.19482135772705,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_hybrid,calibrated_cost_min,0.2,0.25,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.5,True,False,False,0.05,0.5,1.0,0.0,0.5,1.0,0.5,0.5,0.3333333333333333,0.1725,0.8564453125,0.851037157359894,0.690631395703684,0.4974842503059477,0.2951473454914908,0.5,"[[0, 32], [0, 32]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25_04-28_07-06,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25_04-28_07-06/metrics_20260428_070614_nicme_hybrid.json,results/stop2a_nicme_tuning/configs/072_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_hybrid_s0.2_l0.25.json,28.19482135772705,0.02973,0.02969,0.9688,0.03125,0.8438,0.8438,2.0,0.03993,0.02656,1.0,0.7344
stop2a_nicme_tuning,breakhis_balanced_prototype,timm_dinov3_vit_lora,timm/vit_small_patch16_dinov3.lvd1689m,nicme_logit_adjustment,argmax,0.025,0.0,malignant,"[""benign"", ""malignant""]","[[0.0, 1.0], [10.0, 0.0]]",0.97,0.85,accuracy,0.640625,False,False,False,0.078125,0.78125,0.90625,0.09375,0.5918367346938775,0.625,0.640625,0.640625,0.6133438402941949,0.138219140625,0.8212890625,0.8353613919943728,0.687862951808095,0.4947165268254773,0.13549401424825191,,"[[12, 20], [3, 29]]",stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_logit_s0.025_04-28_07-00,results/timm_dinov3_vit_lora_test/stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_logit_s0.025_04-28_07-00/metrics_20260428_070015_nicme_logit_adjustment.json,results/stop2a_nicme_tuning/configs/061_stop2a_tune_breakhis_balanced_prototype_timm_dinov3_vit_lora_logit_s0.025.json,38.817992210388184,0.05126,0.02969,1.0,0.0,0.7031,0.7031,5.0,0.05126,0.02969,1.0,0.7031
